title,url,sources,notes,appears_in,appears_in_url
"Domestic natural gas production costs, LNG import prices and industry gas prices in developing Asia import markets, 2018",https://www.iea.org/data-and-statistics/charts/domestic-natural-gas-production-costs-lng-import-prices-and-industry-gas-prices-in-developing-asia-import-markets-2018-2,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
Evolution of capital costs of solar PV in WEO scenarios,https://www.iea.org/data-and-statistics/charts/evolution-of-capital-costs-of-solar-pv-in-weo-scenarios,,,,
"Access to electricity in the Sustainable Development Scenario, 2010-2030",https://www.iea.org/data-and-statistics/charts/access-to-electricity-in-the-sustainable-development-scenario-2010-2030,,,,
"Electricity demand in Africa by scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/electricity-demand-in-africa-by-scenario-2018-2040,,,Africa Energy Outlook 2019,https://www.iea.org/reports/africa-energy-outlook-2019
"Share of Africa in global gas demand, production (2018) and new discoveries (2011-2018)",https://www.iea.org/data-and-statistics/charts/share-of-africa-in-global-gas-demand-production-2018-and-new-discoveries-2011-2018,,,Africa Energy Outlook 2019,https://www.iea.org/reports/africa-energy-outlook-2019
"Share of Africa in cumulative global energy-related CO2 emissions by scenario, 1890-2040",https://www.iea.org/data-and-statistics/charts/share-of-africa-in-cumulative-global-energy-related-co2-emissions-by-scenario-1890-2040,,,Africa Energy Outlook 2019,https://www.iea.org/reports/africa-energy-outlook-2019
"Ethiopia coal demand and production by scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/ethiopia-coal-demand-and-production-by-scenario-2010-2040,,,Africa Energy Outlook 2019,https://www.iea.org/reports/africa-energy-outlook-2019
"Ethiopia oil demand and production by scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/ethiopia-oil-demand-and-production-by-scenario-2010-2040,,,Africa Energy Outlook 2019,https://www.iea.org/reports/africa-energy-outlook-2019
"Ethiopia electricity generation by technology in the Stated Policies Scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/ethiopia-electricity-generation-by-technology-in-the-stated-policies-scenario-2010-2040,,,Ethiopia Energy Outlook,https://www.iea.org/articles/ethiopia-energy-outlook
"South Africa primary energy demand and GDP in the Stated Policies Scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/south-africa-primary-energy-demand-and-gdp-in-the-stated-policies-scenario-2010-2040,,,South Africa Energy Outlook,https://www.iea.org/articles/south-africa-energy-outlook
"South Africa electricity generation by technology in the Stated Policies Scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/south-africa-electricity-generation-by-technology-in-the-stated-policies-scenario-2010-2040,,,South Africa Energy Outlook,https://www.iea.org/articles/south-africa-energy-outlook
"South Africa coal demand and production by scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/south-africa-coal-demand-and-production-by-scenario-2010-2040,,,South Africa Energy Outlook,https://www.iea.org/articles/south-africa-energy-outlook
"Nigeria primary energy demand and GDP in the Stated Policies Scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/nigeria-primary-energy-demand-and-gdp-in-the-stated-policies-scenario-2010-2040,,,Nigeria Energy Outlook,https://www.iea.org/articles/nigeria-energy-outlook
"Nigeria gas demand and production by scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/nigeria-gas-demand-and-production-by-scenario-2010-2040,,,Nigeria Energy Outlook,https://www.iea.org/articles/nigeria-energy-outlook
"Nigeria coal demand and production by scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/nigeria-coal-demand-and-production-by-scenario-2010-2040,,,Nigeria Energy Outlook,https://www.iea.org/articles/nigeria-energy-outlook
"Renewables generation in selected countries and regions, 2018-2040",https://www.iea.org/data-and-statistics/charts/renewables-generation-in-selected-countries-and-regions-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Change in oil and electricity consumption, 2000 - 2018",https://www.iea.org/data-and-statistics/charts/change-in-oil-and-electricity-consumption-2000-2018,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Annual CO2 emissions from coal-fired power plants, 2000-2050",https://www.iea.org/data-and-statistics/charts/annual-co2-emissions-from-coal-fired-power-plants-2000-2050,,,"Fading fast in the US and Europe, coal still reigns in Asia",https://www.iea.org/commentaries/fading-fast-in-the-us-and-europe-coal-still-reigns-in-asia
"US tight crude oil production in the Stated Policies Scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/us-tight-crude-oil-production-in-the-stated-policies-scenario-2010-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Coal production by region and scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/coal-production-by-region-and-scenario-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Nigeria oil demand and production by scenario, 2010-2040",https://www.iea.org/data-and-statistics/charts/nigeria-oil-demand-and-production-by-scenario-2010-2040,,,Nigeria Energy Outlook,https://www.iea.org/articles/nigeria-energy-outlook
"Nigeria fuels and technologies used for cooking by scenario, 2018-2030",https://www.iea.org/data-and-statistics/charts/nigeria-fuels-and-technologies-used-for-cooking-by-scenario-2018-2030,,,Nigeria Energy Outlook,https://www.iea.org/articles/nigeria-energy-outlook
"Average cost of potential emissions savings from coal to gas switching in the power sector, 2025",https://www.iea.org/data-and-statistics/charts/average-cost-of-potential-emissions-savings-from-coal-to-gas-switching-in-the-power-sector-2025,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"CO2 emissions reductions resulting from material demand reductions for steel, cement and aluminium",https://www.iea.org/data-and-statistics/charts/co2-emissions-reductions-resulting-from-material-demand-reductions-for-steel-cement-and-aluminium,,,,
"Access to clean cooking in the Sustainable Development Scenario, 2010-2030",https://www.iea.org/data-and-statistics/charts/access-to-clean-cooking-in-the-sustainable-development-scenario-2010-2030,,,,
Annual average energy investment in power in the Sustainable Development Scenario,https://www.iea.org/data-and-statistics/charts/annual-average-energy-investment-in-power-in-the-sustainable-development-scenario,,,,
"Annual average energy investment in End-use in the Sustainable Development Scenario, 2015-2030",https://www.iea.org/data-and-statistics/charts/annual-average-energy-investment-in-end-use-in-the-sustainable-development-scenario-2015-2030,,"Note: Other end-use includes CCUS in industry, spending on the incremental cost of electric vehicles and electric vehicle charging infrastructure.",,
"Total population in selected regions, 2040",https://www.iea.org/data-and-statistics/charts/total-population-in-selected-regions-2040,,,,
"Natural gas demand for selected regions, 2018-2040",https://www.iea.org/data-and-statistics/charts/natural-gas-demand-for-selected-regions-2018-2040,,,,
Number of people without access to electricity in sub-Saharan Africa in the STEPS,https://www.iea.org/data-and-statistics/charts/number-of-people-without-access-to-electricity-in-sub-saharan-africa-in-the-steps,,,Africa Energy Outlook 2019,https://www.iea.org/reports/africa-energy-outlook-2019
"Oil demand by region and scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/oil-demand-by-region-and-scenario-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Oil production by region and scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/oil-production-by-region-and-scenario-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Oil and gas trade volumes via major chokepoints in the Stated Policies Scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/oil-and-gas-trade-volumes-via-major-chokepoints-in-the-stated-policies-scenario-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Electricity generation by fuel and scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/electricity-generation-by-fuel-and-scenario-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Energy mix in industry in selected regions, 2018",https://www.iea.org/data-and-statistics/charts/energy-mix-in-industry-in-selected-regions-2018,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Final energy consumption in industry by scenario, 1990-2040",https://www.iea.org/data-and-statistics/charts/final-energy-consumption-in-industry-by-scenario-1990-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Coal supply investment, 2010-2018",https://www.iea.org/data-and-statistics/charts/coal-supply-investment-2010-2018,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Electricity demand growth by end-use and scenarios in advanced and developing economies, 2018-2040",https://www.iea.org/data-and-statistics/charts/electricity-demand-growth-by-end-use-and-scenarios-in-advanced-and-developing-economies-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Global electricity generation mix by scenario, 2018, Stated Policies and Sustainable Development Scenarios 2040",https://www.iea.org/data-and-statistics/charts/global-electricity-generation-mix-by-scenario-2018-stated-policies-and-sustainable-development-scenarios-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
Number of people without access to clean cooking in sub-Saharan Africa in the STEPS,https://www.iea.org/data-and-statistics/charts/number-of-people-without-access-to-clean-cooking-in-sub-saharan-africa-in-the-steps,,,Africa Energy Outlook 2019,https://www.iea.org/reports/africa-energy-outlook-2019
"Net income from oil and gas production in top-ten producers in Africa, 2000-2040",https://www.iea.org/data-and-statistics/charts/net-income-from-oil-and-gas-production-in-top-ten-producers-in-africa-2000-2040,,,Africa Energy Outlook 2019,https://www.iea.org/reports/africa-energy-outlook-2019
"US shale oil production in the Stated Policies Scenario, 2005-2030",https://www.iea.org/data-and-statistics/charts/us-shale-oil-production-in-the-stated-policies-scenario-2005-2030,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Total population by region, China, Africa, India, 2018 and growth to 2040",https://www.iea.org/data-and-statistics/charts/total-population-by-region-china-africa-india-2018-and-growth-to-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
"Growth in electricity demand and flexibility needs by selected region and scenario, 2018-2040",https://www.iea.org/data-and-statistics/charts/growth-in-electricity-demand-and-flexibility-needs-by-selected-region-and-scenario-2018-2040,,,World Energy Outlook 2019,https://www.iea.org/reports/world-energy-outlook-2019
