category,title,url,embedding,subtitle
Smoking,"Deaths from secondhand smoke, by age",https://ourworldindata.org/grapher/secondhand-smoke-deaths-by-age,"<iframe src=""https://ourworldindata.org/grapher/secondhand-smoke-deaths-by-age?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Deaths from smoking and secondhand smoke,https://ourworldindata.org/grapher/smoking-and-secondhand-deaths,"<iframe src=""https://ourworldindata.org/grapher/smoking-and-secondhand-deaths?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,"Deaths from smoking, by age",https://ourworldindata.org/grapher/smoking-deaths-by-age,"<iframe src=""https://ourworldindata.org/grapher/smoking-deaths-by-age?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,"Deaths from tobacco smoking, by age",https://ourworldindata.org/grapher/deaths-from-tobacco-smoking-by-age,"<iframe src=""https://ourworldindata.org/grapher/deaths-from-tobacco-smoking-by-age?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Enforcement of bans on tobacco advertising,https://ourworldindata.org/grapher/enforcement-of-bans-on-tobacco-advertising,"<iframe src=""https://ourworldindata.org/grapher/enforcement-of-bans-on-tobacco-advertising?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Number of cigarettes smoked per smoker per day,https://ourworldindata.org/grapher/number-of-cigarettes-smoked-per-smoker-per-day,"<iframe src=""https://ourworldindata.org/grapher/number-of-cigarettes-smoked-per-smoker-per-day?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Number of current smokers,https://ourworldindata.org/grapher/number-of-current-smokers,"<iframe src=""https://ourworldindata.org/grapher/number-of-current-smokers?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Number of daily smokers,https://ourworldindata.org/grapher/number-of-total-daily-smokers,"<iframe src=""https://ourworldindata.org/grapher/number-of-total-daily-smokers?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,"Number of daily smokers, men and women",https://ourworldindata.org/grapher/number-of-daily-smokers-gender,"<iframe src=""https://ourworldindata.org/grapher/number-of-daily-smokers-gender?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Number of deaths from smoking in 1990 vs. 2019,https://ourworldindata.org/grapher/smoking-deaths-1990-2017,"<iframe src=""https://ourworldindata.org/grapher/smoking-deaths-1990-2017?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Number of deaths from tobacco smoking,https://ourworldindata.org/grapher/number-of-deaths-from-tobacco-smoking,"<iframe src=""https://ourworldindata.org/grapher/number-of-deaths-from-tobacco-smoking?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Prevalence of daily smoking in populations,https://ourworldindata.org/grapher/prevalence-of-daily-smoking-sdgs,"<iframe src=""https://ourworldindata.org/grapher/prevalence-of-daily-smoking-sdgs?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Share of adults who smoke,https://ourworldindata.org/grapher/share-of-adults-who-smoke,"<iframe src=""https://ourworldindata.org/grapher/share-of-adults-who-smoke?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Share of adults who smoke in 2000 vs. 2018,https://ourworldindata.org/grapher/adults-smoking-2007-2018,"<iframe src=""https://ourworldindata.org/grapher/adults-smoking-2007-2018?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Share of adults who smoke vs. GDP per capita,https://ourworldindata.org/grapher/share-of-adults-who-are-smoking-by-level-of-prosperity,"<iframe src=""https://ourworldindata.org/grapher/share-of-adults-who-are-smoking-by-level-of-prosperity?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Share of cancer deaths attributed to tobacco use,https://ourworldindata.org/grapher/share-of-cancer-deaths-attributed-to-tobacco,"<iframe src=""https://ourworldindata.org/grapher/share-of-cancer-deaths-attributed-to-tobacco?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Share of deaths attributed to smoking,https://ourworldindata.org/grapher/share-deaths-smoking,"<iframe src=""https://ourworldindata.org/grapher/share-deaths-smoking?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Share of deaths from secondhand smoke,https://ourworldindata.org/grapher/share-deaths-secondhand-smoke,"<iframe src=""https://ourworldindata.org/grapher/share-deaths-secondhand-smoke?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Share of men who smoke,https://ourworldindata.org/grapher/share-of-men-who-are-smoking,"<iframe src=""https://ourworldindata.org/grapher/share-of-men-who-are-smoking?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Share of people who smoke every day,https://ourworldindata.org/grapher/daily-smoking-prevalence-bounds,"<iframe src=""https://ourworldindata.org/grapher/daily-smoking-prevalence-bounds?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Share of taxes in tobacco retail price,https://ourworldindata.org/grapher/share-of-tobacco-retail-price-that-is-tax,"<iframe src=""https://ourworldindata.org/grapher/share-of-tobacco-retail-price-that-is-tax?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Share of tobacco in total household consumption,https://ourworldindata.org/grapher/share-of-tobacco-in-total-household-consumption,"<iframe src=""https://ourworldindata.org/grapher/share-of-tobacco-in-total-household-consumption?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Share of women who smoke,https://ourworldindata.org/grapher/share-of-women-who-are-smoking,"<iframe src=""https://ourworldindata.org/grapher/share-of-women-who-are-smoking?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Share who use tobacco,https://ourworldindata.org/grapher/prevalence-of-tobacco-use-sdgs,"<iframe src=""https://ourworldindata.org/grapher/prevalence-of-tobacco-use-sdgs?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Smoking death rate in 1990 vs. 2019,https://ourworldindata.org/grapher/smoking-death-rate-1990-2017,"<iframe src=""https://ourworldindata.org/grapher/smoking-death-rate-1990-2017?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Smoking in men vs. women,https://ourworldindata.org/grapher/comparing-the-share-of-men-and-women-who-are-smoking,"<iframe src=""https://ourworldindata.org/grapher/comparing-the-share-of-men-and-women-who-are-smoking?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Support to help quit smoking,https://ourworldindata.org/grapher/support-to-help-to-quit-tobacco-use,"<iframe src=""https://ourworldindata.org/grapher/support-to-help-to-quit-tobacco-use?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Smoking,Taxes as a share of cigarette price,https://ourworldindata.org/grapher/taxes-as-share-of-cigarette-price,"<iframe src=""https://ourworldindata.org/grapher/taxes-as-share-of-cigarette-price?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Social Spending,Adequacy of social insurance programs,https://ourworldindata.org/grapher/adequacy-of-social-insurance-programs,"<iframe src=""https://ourworldindata.org/grapher/adequacy-of-social-insurance-programs?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Social Spending,Adequacy of social safety net programs,https://ourworldindata.org/grapher/adequacy-of-social-safety-net-programs,"<iframe src=""https://ourworldindata.org/grapher/adequacy-of-social-safety-net-programs?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Soil,Distribution of soil lifespans,https://ourworldindata.org/grapher/soil-lifespans,"<iframe src=""https://ourworldindata.org/grapher/soil-lifespans?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Space Exploration & Satellites,Annual budget of NASA,https://ourworldindata.org/grapher/nasa-annual-budget,"<iframe src=""https://ourworldindata.org/grapher/nasa-annual-budget?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Space Exploration & Satellites,Annual number of objects launched into space,https://ourworldindata.org/grapher/yearly-number-of-objects-launched-into-outer-space,"<iframe src=""https://ourworldindata.org/grapher/yearly-number-of-objects-launched-into-outer-space?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Space Exploration & Satellites,Chlorophyll-a deviation from the global average,https://ourworldindata.org/grapher/chlorophyll-a-deviation-from-the-global-average,"<iframe src=""https://ourworldindata.org/grapher/chlorophyll-a-deviation-from-the-global-average?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Space Exploration & Satellites,Cost of space launches to low Earth orbit,https://ourworldindata.org/grapher/cost-space-launches-low-earth-orbit,"<iframe src=""https://ourworldindata.org/grapher/cost-space-launches-low-earth-orbit?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Space Exploration & Satellites,"Cumulative number of exoplanets discovered, by method",https://ourworldindata.org/grapher/cumulative-exoplanets-by-method,"<iframe src=""https://ourworldindata.org/grapher/cumulative-exoplanets-by-method?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Space Exploration & Satellites,Cumulative number of gravitational wave observations,https://ourworldindata.org/grapher/cumulative-gravitational-wave-observations,"<iframe src=""https://ourworldindata.org/grapher/cumulative-gravitational-wave-observations?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
Space Exploration & Satellites,Cumulative number of human visits to space,https://ourworldindata.org/grapher/cumulative-space-visits,"<iframe src=""https://ourworldindata.org/grapher/cumulative-space-visits?tab=map"" loading=""lazy"" style=""width: 100%; height: 600px; border: 0px none;"" allow=""web-share; clipboard-write""></iframe>",
